0,13.69391669,13.69391669,22.75222894,60,9.05831225,9.05831225
22.75222894,49.09401396,49.09401396,65.14631927,120,16.05230531,16.05230531
65.14631927,102.941784,102.941784,112.1846276,180,9.2428436,9.2428436
112.1846276,141.3672711,141.3672711,149.5277998,240,8.1605287,8.1605287
149.5277998,182.786186,182.786186,193.0665324,300,10.2803464,10.2803464
193.0665324,213.486353,213.486353,225.1599585,360,11.6736055,11.6736055
225.1599585,251.779267,251.779267,261.170448,420,9.391181,9.391181
261.170448,284.3357881,284.3357881,292.7970871,480,8.461299,8.461299
292.7970871,317.3597446,317.3597446,328.1783942,540,10.8186496,10.8186496
328.1783942,360.5571449,360.5571449,366.59834,600,6.0411951,6.0411951
366.59834,401.0473678,401.0473678,411.8556604,660,10.8082926,10.8082926
411.8556604,439.5960909,439.5960909,448.7669814,720,9.1708905,9.1708905
448.7669814,475.103202,475.103202,482.5349662,780,7.4317642,7.4317642
482.5349662,510.2117261,510.2117261,523.2761763,840,13.0644502,13.0644502
523.2761763,557.2778228,557.2778228,566.2349014,900,8.9570786,8.9570786
566.2349014,590.8026897,590.8026897,599.6775174,960,8.8748277,8.8748277
599.6775174,626.7761793,626.7761793,638.4856847,1020,11.7095054,11.7095054
638.4856847,677.524266,677.524266,687.3526317,1080,9.8283657,9.8283657
687.3526317,710.2653108,710.2653108,722.0591669,1140,11.7938561,11.7938561
722.0591669,746.3038372,746.3038372,755.2659068,1200,8.9620696,8.9620696
755.2659068,789.9253055,789.9253055,802.6855999,1260,12.7602944,12.7602944
802.6855999,833.3154349,833.3154349,844.095843,1320,10.7804081,10.7804081
844.095843,867.4732418,867.4732418,877.8304624,1380,10.3572206,10.3572206
877.8304624,911.3776578,911.3776578,918.3538454,1440,6.9761876,6.9761876
918.3538454,950.2021021,950.2021021,964.2706187,1500,14.0685166,14.0685166
964.2706187,993.6845645,993.6845645,1005.770283,1560,12.0857185,12.0857185
1005.770283,1037.442046,1037.442046,1050.507265,1620,13.065219,13.065219
1050.507265,1082.807244,1082.807244,1095.225237,1680,12.417993,12.417993
1095.225237,1128.797407,1128.797407,1141.035221,1740,12.237814,12.237814
1141.035221,1174.579741,1174.579741,1183.231183,1800,8.651442,8.651442
1183.231183,1216.86433,1216.86433,1225.702555,1860,8.838225,8.838225
1225.702555,1254.010596,1254.010596,1265.926609,1920,11.916013,11.916013
1265.926609,1299.076175,1299.076175,1312.378879,1980,13.302704,13.302704
1312.378879,1348.48187,1348.48187,1360.022571,2040,11.540701,11.540701
1360.022571,1390.603307,1390.603307,1401.12869,2100,10.525383,10.525383
1401.12869,1430.330424,1430.330424,1441.220089,2160,10.889665,10.889665
1441.220089,1475.131781,1475.131781,1480.478865,2220,5.347084,5.347084
1480.478865,1508.778479,1508.778479,1518.899604,2280,10.121125,10.121125
1518.899604,1548.273635,1548.273635,1559.400502,2340,11.126867,11.126867
1559.400502,1580.457175,1580.457175,1591.107212,2400,10.650037,10.650037
1591.107212,1626.704787,1626.704787,1637.836125,2460,11.131338,11.131338
1637.836125,1661.827725,1661.827725,1667.851499,2520,6.023774,6.023774
1667.851499,1700.216439,1700.216439,1713.360525,2580,13.144086,13.144086
1713.360525,1742.641021,1742.641021,1754.733546,2640,12.092525,12.092525
1754.733546,1776.173018,1776.173018,1784.855792,2700,8.682774,8.682774
1784.855792,1813.491442,1813.491442,1821.125766,2760,7.634324,7.634324
1821.125766,1857.477478,1857.477478,1866.192078,2820,8.7146,8.7146
1866.192078,1895.860168,1895.860168,1907.812899,2880,11.952731,11.952731
1907.812899,1930.390426,1930.390426,1938.115957,2940,7.725531,7.725531
1938.115957,1960.338357,1960.338357,1970.570137,3000,10.23178,10.23178
1970.570137,1997.139106,1997.139106,2007.475191,3060,10.336085,10.336085
2007.475191,2031.98862,2031.98862,2040.376849,3120,8.388229,8.388229
2040.376849,2069.537528,2069.537528,2079.505938,3180,9.96841,9.96841
2079.505938,2107.176666,2107.176666,2117.173167,3240,9.996501,9.996501
2117.173167,2150.935367,2150.935367,2159.261438,3300,8.326071,8.326071
2159.261438,2196.297975,2196.297975,2205.641469,3360,9.343494,9.343494
2205.641469,2232.923103,2232.923103,2243.544636,3420,10.621533,10.621533
2243.544636,2267.218807,2267.218807,2274.191001,3480,6.972194,6.972194
2274.191001,2300.848259,2300.848259,2310.664904,3540,9.816645,9.816645
2310.664904,2338.963864,2338.963864,2348.218956,3600,9.255092,9.255092
2348.218956,2373.221547,2373.221547,2383.487989,3660,10.266442,10.266442
2383.487989,2417.385653,2417.385653,2428.367,3720,10.981347,10.981347
2428.367,2466.771316,2466.771316,2481.618572,3780,14.847256,14.847256
2481.618572,2506.364492,2506.364492,2520.100894,3840,13.736402,13.736402
